id,titulo,nota,tipo de nota,diretor,generos
8758,Um Fascinante Novo Mundo,6.966,0 a 10,Mona Fastvold,"Romance, Drama, Faroeste"
8759,Um Faz de Conta Que Acontece,6.147,0 a 10,Adam Shankman,"Fantasia, Comédia, Família, Romance"
8760,Um Filho,6.709,0 a 10,Florian Zeller,Drama
8761,Um Filme Minecraft,0.0,0 a 10,Jared Hess,"Aventura, Fantasia, Família, Ação"
8762,Um Filme de Ovos,7.75,0 a 10,Gabriel Riva Palacio Alatriste,"Animação, Comédia, Família"
8763,Um Funeral Muito Louco,6.5,0 a 10,Michael Clancy,"Comédia, Drama"
8764,Um Gato de Rua Chamado Bob,7.926,0 a 10,Roger Spottiswoode,"Família, Drama"
8765,Um Gato de Sorte,8.4,0 a 10,Christopher Jenkins,"Animação, Comédia, Família, Fantasia"
8766,Um Golpe à Italiana,7.0,0 a 10,Peter Collinson,"Ação, Crime, Comédia, Thriller"
8767,Um Herói de Brinquedo,6.043,0 a 10,Brian Levant,"Família, Comédia, Aventura"
8768,Um Homem Chamado Cavalo,6.421,0 a 10,Elliot Silverstein,"Faroeste, Drama"
8769,Um Homem Chamado Ove,7.6,0 a 10,Hannes Holm,"Comédia, Drama"
8770,Um Homem Comum,6.297,0 a 10,Brad Silberling,"Ação, Drama, Guerra"
8771,Um Homem Contra Wall Street,5.9,0 a 10,Uwe Boll,"Drama, Thriller, Ação"
8772,Um Homem Entre Gigantes,7.087,0 a 10,Peter Landesman,Drama
8773,Um Homem Fora de Série,6.9,0 a 10,Barry Levinson,Drama
8774,Um Homem Implacável,6.665,0 a 10,Jung Woo-sung,"Ação, Thriller, Drama"
8775,Um Homem Sério,6.728,0 a 10,Ethan Coen,"Comédia, Drama"
8776,Um Homem de Família,6.799,0 a 10,Brett Ratner,"Comédia, Drama, Romance, Fantasia"
8777,Um Homem de Sorte,7.161,0 a 10,Scott Hicks,"Drama, Romance"
8778,Um Homem e uma Mulher,6.759,0 a 10,Lee Yoon-ki,"Drama, Romance"
8779,Um Hotel Bom pra Cachorro,6.038,0 a 10,Thor Freudenthal,"Comédia, Família"
8780,Um Hóspede do Barulho,6.1,0 a 10,William Dear,"Comédia, Família, Fantasia, Drama"
8781,Um Jantar Entre Espiões,6.011,0 a 10,Janus Metz,"Thriller, Ação"
8782,Um Jogo Legendário,5.591,0 a 10,Joe Lynch,"Aventura, Fantasia, Terror, Comédia"
8783,Um Jogo de Mestre,4.2,0 a 10,David Frankel,"Ação, Crime, Thriller"
8784,Um Laço de Amor,8.037,0 a 10,Marc Webb,"Drama, Comédia"
8785,Um Limite Entre Nós,6.865,0 a 10,Denzel Washington,Drama
8786,Um Lobisomem Americano em Londres,7.399,0 a 10,John Landis,"Comédia, Terror"
8787,Um Lobo Entre Nós,6.016,0 a 10,Josh Ruben,"Terror, Comédia, Fantasia"
8788,Um Louco Apaixonado,6.007,0 a 10,Robert B. Weide,"Comédia, Romance, Drama"
8789,Um Lugar Bem Longe Daqui,7.542,0 a 10,Olivia Newman,"Drama, Mistério, Romance"
8790,Um Lugar Chamado Notting Hill,4.4,0 a 10, Roger Michell,"Romance, Comédia"
8791,Um Lugar Secreto,5.458,0 a 10,Pascual Sisto,"Drama, Thriller, Terror"
8792,Um Lugar Silencioso,4.3,0 a 10, John Krasinski,"Terror, Ficção científica, Thriller"
8793,Um Lugar Silencioso - Parte II,7.493,0 a 10,John Krasinski,"Ficção científica, Thriller, Terror"
8794,Um Lugar Silencioso: Dia Um,6.811,0 a 10,Michael Sarnoski,"Terror, Ficção científica, Thriller"
8795,Um Lugar Solitário para Morrer,6.168,0 a 10,Julian Gilbey,"Aventura, Ação, Thriller, Crime"
8796,Um Lugar para Recomeçar,6.815,0 a 10,Lasse Hallström,Drama
8797,Um Maluco no Golfe,6.638,0 a 10,Dennis Dugan,Comédia
8798,Um Marido Fiel,6.254,0 a 10,Barbara Topsøe-Rothenborg,Thriller
8799,Um Mergulho no Passado,6.185,0 a 10,Luca Guadagnino,"Drama, Thriller, Romance"
8800,Um Milhão de Maneiras de Pegar na Pistola,6.0,0 a 10,Seth MacFarlane,"Comédia, Faroeste"
8801,Um Monstro em Paris,6.859,0 a 10,Bibo Bergeron,"Aventura, Animação, Comédia, Família, Fantasia"
8802,Um Morto Muito Louco,6.38,0 a 10,Ted Kotcheff,"Comédia, Crime"
8803,Um Motorista em Apuros,5.565,0 a 10,Lisa Addario,Comédia
8804,Um Mundo Perfeito,7.479,0 a 10,Clint Eastwood,"Drama, Crime"
8805,Um Natal 5 Estrelas,6.036,0 a 10,Paula Elle,"Cinema TV, Comédia, Romance, Drama"
8806,Um Natal Especial,6.6,0 a 10,Preston A. Whitmore II,"Comédia, Drama, Romance"
8807,"Um Natal Muito, Muito Louco",6.146,0 a 10,Joe Roth,"Comédia, Família"
8808,Um Natal com Teddy,7.1,0 a 10,Andrea Eckerbom,"Família, Aventura, Fantasia"
8809,Um Negócio Brilhante,5.381,0 a 10,Phil Morrison,"Comédia, Drama"
8810,Um Ninho para Dois,6.961,0 a 10,Theodore Melfi,Drama
8811,Um Ninja da Pesada,5.644,0 a 10,Dennis Dugan,"Comédia, Ação"
8812,Um Olhar do Paraíso,7.075,0 a 10,Peter Jackson,"Fantasia, Drama"
8813,Um Pacto de Amizade,7.28,0 a 10,Anya Adams,"Romance, Comédia"
8814,Um Paraíso Perigoso,5.5,0 a 10,Chuck Russell,"Ação, Crime, Thriller"
8815,Um Parto de Viagem,6.368,0 a 10,Todd Phillips,"Comédia, Drama"
8816,Um Passado Sombrio,6.165,0 a 10,Amy J. Berg,"Thriller, Crime, Mistério"
8817,Um Passe de Mágica,5.5,0 a 10,Michael Ritchie,"Aventura, Comédia, Família, Fantasia"
8818,Um Peixe Chamado Wanda,7.2,0 a 10,Charles Crichton,"Comédia, Crime"
8819,Um Peixe Fora da Água,8.0,0 a 10,Miguel M. Delgado,Comédia
8820,Um Pequeno Favor,6.6,0 a 10,Paul Feig,"Crime, Thriller, Comédia"
8821,Um Perigoso Adeus,7.4,0 a 10,Robert Altman,"Mistério, Crime, Thriller"
8822,Um Plano Brilhante,6.684,0 a 10,Michael Radford,"Crime, Drama, Thriller"
8823,Um Plano Simples,7.178,0 a 10,Sam Raimi,"Crime, Drama, Thriller"
8824,Um Porto Seguro,7.26,0 a 10,Lasse Hallström,"Romance, Thriller"
8825,Um Príncipe em Minha Vida 2 - O Casamento Real,5.818,0 a 10,Catherine Cyran,"Romance, Comédia, Família"
8826,Um Príncipe em Nova York,6.882,0 a 10,John Landis,"Comédia, Romance"
8827,Um Príncipe em Nova York 2,6.415,0 a 10,Craig Brewer,Comédia
8828,Um Quarto em Roma,6.43,0 a 10,Julio Medem,"Drama, Romance"
8829,Um Rally Muito Louco,5.4,0 a 10,Hal Needham,"Ação, Comédia"
8830,Um Ratinho Encrenqueiro,6.545,0 a 10,Gore Verbinski,"Comédia, Família"
8831,Um Reino Unido,6.68,0 a 10,Amma Asante,"Drama, História"
8832,Um Retrato de Mulher,7.4,0 a 10,Fritz Lang,"Thriller, Crime, Drama"
8833,Um Robô em Curto Circuito,6.62,0 a 10,John Badham,"Ficção científica, Comédia, Família"
8834,Um Romance Muito Perigoso,6.522,0 a 10,John Landis,"Thriller, Comédia"
8835,Um Romance do Outro Mundo,6.9,0 a 10,Anthony Minghella,"Fantasia, Drama, Comédia, Romance, Cinema TV"
8836,Um Salto Para a Felicidade,6.846,0 a 10,Garry Marshall,"Comédia, Romance"
8837,Um Salão do Barulho,6.319,0 a 10,Bille Woodruff,"Comédia, Romance"
8838,Um Salão do Barulho 2: Barbeiragem Total,5.944,0 a 10,Kevin Rodney Sullivan,"Comédia, Drama"
8839,Um Salão do Barulho 3,6.3,0 a 10,Malcolm D. Lee,"Comédia, Drama"
8840,Um Santo Vizinho,7.1,0 a 10,Theodore Melfi,Comédia
8841,Um Senhor Estagiário,7.213,0 a 10,Nancy Meyers,Comédia
8842,Um Sonho Distante,6.759,0 a 10,Ron Howard,"Aventura, Drama, Romance, Faroeste"
8843,Um Sonho Possível,7.679,0 a 10,John Lee Hancock,Drama
8844,Um Sonho de Liberdade,4.4,0 a 10,Michael Mann,"Drama, Crime"
8845,"Um Sonho, Dois Amores",6.3,0 a 10,Peter Bogdanovich,"Drama, Romance"
8846,Um Time Muito Louco,5.696,0 a 10,David S. Ward,Comédia
8847,Um Time Show de Bola,6.9,0 a 10,Juan José Campanella,"Animação, Aventura, Romance"
8848,Um Time de Malucos,4.861,0 a 10,Tom Brady,Comédia
8849,Um Tira Muito Suspeito,6.502,0 a 10,Les Mayfield,"Ação, Comédia, Crime"
8850,Um Tira da Pesada,7.197,0 a 10,Martin Brest,"Comédia, Crime, Ação"
8851,Um Tira da Pesada 2,6.506,0 a 10,Tony Scott,"Ação, Comédia, Crime"
8852,Um Tira da Pesada 3,5.9,0 a 10,John Landis,"Ação, Comédia, Crime"
8853,Um Tira da Pesada 4: Axel Foley,6.795,0 a 10,Mark Molloy,"Ação, Comédia, Crime"
8854,Um Tira do Outro Mundo,6.121,0 a 10,Mark Goldblatt,"Ação, Terror, Ficção científica, Thriller, Comédia"
8855,Um Tiro de Misericórdia,6.947,0 a 10,Phil Joanou,"Drama, Crime, Thriller"
8856,Um Tiro na Noite,7.371,0 a 10,Brian De Palma,"Thriller, Mistério, Crime"
8857,Um Tiro no Escuro,7.218,0 a 10,Blake Edwards,"Comédia, Mistério, Crime"
8858,Um Toque de Pecado,7.2,0 a 10,Jia Zhangke,"Drama, Crime, Ação"
8859,Um Toque de Sedução,6.07,0 a 10,Zalman King,"Drama, Romance"
8860,Um Verão Muito Louco,5.995,0 a 10,Savage Steve Holland,"Comédia, Romance, Família"
8861,Um Violinista no Telhado,7.685,0 a 10,Norman Jewison,"Drama, Romance"
8862,Um estado de Liberdade,6.748,0 a 10,Gary Ross,"Ação, Drama, História, Guerra"
8863,Uma Adolescente de Verdade,5.3,0 a 10,Catherine Breillat,Drama
8864,Uma Agente Muito Louca,5.723,0 a 10,Dany Boon,"Ação, Comédia"
8865,Uma Astronauta Quase Perfeita,5.382,0 a 10,Liz W. Garcia,"Comédia, Romance"
8866,Uma Aventura LEGO 2,6.7,0 a 10,Mike Mitchell,"Ação, Aventura, Animação, Comédia, Família"
8867,Uma Aventura Lego,7.419,0 a 10,Phil Lord,"Animação, Família, Aventura, Comédia, Fantasia"
8868,Uma Aventura Lunática,6.4,0 a 10,Ali Samadi Ahadi,"Animação, Aventura, Comédia"
8869,Uma Babá Objeto de Desejo,5.221,0 a 10,Guy Ferland,"Drama, Thriller"
8870,Uma Babá Quase Perfeita,7.194,0 a 10,Chris Columbus,"Comédia, Drama, Família"
8871,Uma Bala Para o General,6.5,0 a 10,Damiano Damiani,Faroeste
8872,Uma Batalha no Inferno,6.9,0 a 10,Ken Annakin,"Drama, História, Guerra"
8873,Uma Boa Pessoa,7.085,0 a 10,Zach Braff,"Drama, Comédia"
8874,Uma Canção De Gratidão,6.672,0 a 10,Richard Ramsey,"Drama, Música, Família"
8875,Uma Carta de Amor,6.25,0 a 10,Luis Mandoki,"Romance, Drama"
8876,Uma Carta para Momo,7.363,0 a 10,Hiroyuki Okiura,"Comédia, Fantasia, Animação, Drama, Família"
8877,Uma Casa de Pernas Pro Ar,5.8,0 a 10,Steve Carr,"Família, Comédia"
8878,Uma Chamada Perdida,5.407,0 a 10,Eric Valette,"Terror, Mistério, Thriller"
8879,Uma Cidade Contra o Xerife,6.9,0 a 10,Burt Kennedy,"Comédia, Faroeste"
8880,Uma Cidade Que Surge (Dodge City),6.871,0 a 10,Michael Curtiz,Faroeste
8881,Uma Cilada para Roger Rabbit,7.523,0 a 10,Robert Zemeckis,"Fantasia, Animação, Comédia, Crime"
8882,Uma Cinderela em Roma,6.896,0 a 10,Christian Duguay,"Família, Cinema TV, Fantasia, Romance"
8883,Uma Coisa Nova: As Surpresas do Coração,6.452,0 a 10,Sanaa Hamri,"Comédia, Drama, Romance"
8884,Uma Comédia Nada Romântica,4.213,0 a 10,Aaron Seltzer,"Comédia, Romance"
8885,Uma Dobra no Tempo,5.076,0 a 10,Ava DuVernay,"Aventura, Ficção científica, Família, Fantasia"
8886,Uma Eleição Muito Atrapalhada,5.038,0 a 10,Donald Petrie,Comédia
8887,Uma Equipe Muito Especial,7.194,0 a 10,Penny Marshall,"Comédia, Drama"
8888,"Uma Escola Muito Especial, Para Garotas",5.7,0 a 10,Noel Black,"Comédia, Romance"
8889,Uma Família Feliz 2,6.772,0 a 10,Holger Tappe,"Animação, Família, Comédia"
8890,Uma Família Quase Perfeita,5.294,0 a 10,Harry Winer,"Comédia, Família"
8891,Uma Festa de Arromba,6.375,0 a 10,Reginald Hudlin,Comédia
8892,Uma Festa de Arromba 2: O Baile do Pijama,5.321,0 a 10,George Jackson,Comédia
8893,Uma Festa no Ar,5.389,0 a 10,Jessy Terrero,"Romance, Comédia"
8894,Uma Filha para o Diabo,5.5,0 a 10,Peter Sykes,Terror
8895,Uma Forma de Assassinato,5.288,0 a 10,Andy Goddard,"Drama, Thriller, Crime"
8896,Uma Fresta no Teto,5.9,0 a 10,Andrea Bianchi,"Terror, Drama, Thriller"
8897,Uma Garota Encantada,6.445,0 a 10,Tommy O'Haver,"Família, Fantasia, Comédia"
8898,Uma Garota de Muita Sorte,6.532,0 a 10,Mike Barker,"Drama, Thriller, Mistério"
8899,Uma Grande Aventura,7.2,0 a 10,Martin Rosen,"Aventura, Animação, Drama"
8900,Uma Herança Inusitada,5.312,0 a 10,Sylwester Jakimow,"Comédia, Mistério"
8901,Uma História Chinesa de Fantasmas,7.262,0 a 10,Tony Ching Siu-Tung,"Fantasia, Ação"
8902,Uma História Erótica de Fantasmas,6.289,0 a 10,Lam Ngai Kai,"Fantasia, Drama, Terror"
8903,Uma História de Amor Americana,7.5,0 a 10,Adam Rehmeier,"Romance, Comédia, Música"
8904,Uma História de Natal,7.256,0 a 10,Bob Clark,"Comédia, Família"
8905,Uma Ideia de Você,7.409,0 a 10,Michael Showalter,"Romance, Drama, Comédia"
8906,Uma Irmã Nada Perfeita,6.2,0 a 10,Tyler Perry,"Comédia, Romance"
8907,Uma Janela Para o Amor,6.988,0 a 10,James Ivory,"Drama, Romance"
8908,Uma Ladra Sem Limites,5.862,0 a 10,Seth Gordon,"Comédia, Crime"
8909,Uma Linda Mulher,4.6,0 a 10, Garry Marshall,"Romance, Comédia"
8910,Uma Linda Vida,6.929,0 a 10,Mehdi Avaz,"Drama, Música, Romance"
8911,Uma Lição de Amor,7.576,0 a 10,Jessie Nelson,Drama
8912,Uma Longa Jornada,7.614,0 a 10,George Tillman Jr.,"Drama, Romance"
8913,Uma Longa Viagem,6.9,0 a 10,Jonathan Teplitzky,"Drama, História"
8914,Uma Loucura de Casamento,6.279,0 a 10,Peter Berg,"Comédia, Crime, Thriller"
8915,Uma Mente Brilhante,7.858,0 a 10,Ron Howard,"Drama, Romance"
8916,Uma Mulher Sob Influência,7.766,0 a 10,John Cassavetes,Drama
8917,Uma Natureza Violenta,5.7,0 a 10,Chris Nash,"Terror, Thriller"
8918,Uma Noite Alucinante 2,7.6,0 a 10,Sam Raimi,"Terror, Comédia, Fantasia"
8919,Uma Noite Alucinante 3,7.256,0 a 10,Sam Raimi,"Fantasia, Terror, Comédia"
8920,Uma Noite Alucinante: A Morte do Demônio,7.294,0 a 10,Sam Raimi,Terror
8921,Uma Noite Fora de Série,6.094,0 a 10,Shawn Levy,"Comédia, Ação, Aventura"
8922,Uma Noite de Aventuras,6.861,0 a 10,Chris Columbus,Comédia
8923,Uma Noite de Crime,6.262,0 a 10,James DeMonaco,"Ficção científica, Terror, Thriller"
8924,Uma Noite de Crime:  A Fronteira,6.949,0 a 10,Everardo Gout,"Terror, Ação, Thriller"
8925,Uma Noite de Crime: Anarquia,6.642,0 a 10,James DeMonaco,"Terror, Thriller"
8926,Uma Noite no Museu,6.582,0 a 10,Shawn Levy,"Ação, Aventura, Comédia, Família, Fantasia"
8927,Uma Noite no Museu 2,6.142,0 a 10,Shawn Levy,"Aventura, Fantasia, Ação, Comédia, Família"
8928,Uma Noite no Museu 3: O Segredo da Tumba,6.221,0 a 10,Shawn Levy,"Aventura, Comédia, Fantasia, Família"
8929,Uma Noite no Museu: O Retorno de Kahmunrah,6.452,0 a 10,Matt Danner,"Animação, Comédia, Família, Fantasia"
8930,Uma Noiva e Tanto,6.1,0 a 10,Thomas Schlamme,"Comédia, Crime, Romance"
8931,Uma Nova Chance,6.349,0 a 10,Peter Segal,"Romance, Comédia"
8932,Uma Obsessão Desconhecida,6.073,0 a 10,Dan Berk,"Ficção científica, Thriller, Terror, Mistério, Drama"
8933,Uma Odisséia Chinesa: Parte Dois – Cinderela,7.7,0 a 10,Jeffrey Lau,"Ação, Aventura, Fantasia, Comédia, Romance"
8934,Uma Odisséia Chinesa: Parte Um – A Caixa de Pandora,7.545,0 a 10,Jeffrey Lau,"Ação, Aventura, Fantasia, Comédia, Romance"
8935,Uma Parede entre Nós,6.637,0 a 10,Patricia Font,"Romance, Comédia"
8936,Uma Parte de Você,6.721,0 a 10,Sigge Eklund,Drama
8937,Uma Ponte Longe Demais,7.2,0 a 10,Richard Attenborough,"Drama, História, Guerra"
8938,Uma Prece Antes do Amanhecer,6.729,0 a 10,Jean-Stéphane Sauvaire,"Drama, Ação, Crime"
8939,Uma Professora Muito Especial,5.741,0 a 10,Alan Myerson,"Comédia, Romance"
8940,Uma Prova de Amor,7.369,0 a 10,Nick Cassavetes,Drama
8941,Uma Prova de Coragem,7.823,0 a 10,Simon Cellan Jones,"Aventura, Drama"
8942,Uma Questão de Classe,5.9,0 a 10,Lewis John Carlino,"Comédia, Drama"
8943,Uma Questão de Respeito,7.215,0 a 10,Ernest R. Dickerson,"Crime, Drama, Thriller"
8944,Uma Ressaca de 9 Meses,7.698,0 a 10,Gustavo Loza,"Comédia, Romance"
8945,Uma Rua Chamada Pecado,7.6,0 a 10,Elia Kazan,"Drama, Thriller"
8946,Uma Saída de Mestre,6.772,0 a 10,F. Gary Gray,"Ação, Crime"
8947,Uma Segunda Chance Para Amar,7.24,0 a 10,Paul Feig,"Comédia, Romance"
8948,Uma Sombra na Nuvem,5.84,0 a 10,Roseanne Liang,"Terror, Ação, Guerra"
8949,Uma Turma do Barulho,6.38,0 a 10,Tim Story,"Comédia, Drama"
8950,Uma Viagem Extraordinária,6.825,0 a 10,Jean-Pierre Jeunet,"Aventura, Drama, Família"
8951,Uma Viagem Muito Louca,6.278,0 a 10,Hayden Schlossberg,"Comédia, Aventura"
8952,Uma Viagem ao Infinito,7.198,0 a 10,Jon Halperin,Documentário
8953,Uma Vida Com Propósito,7.186,0 a 10,Brian Baugh,Drama
8954,Uma Vida Oculta,7.1,0 a 10,Terrence Malick,"História, Drama, Guerra"
8955,Uma Vida de Esperança,7.948,0 a 10,Jon Gunn,Drama
8956,Uma Vida em Sete Dias,5.679,0 a 10,Stephen Herek,"Comédia, Drama, Romance"
8957,Uma Vida: A História de Nicholas Winton,7.768,0 a 10,James Hawes,"História, Drama"
8958,Uma Visita Inesperada,7.639,0 a 10,John Fallon,"Terror, Thriller, Crime, Drama"
8959,Un actor malo,7.375,0 a 10,Jorge Cuchí,Drama
8960,Un individuo muere,0.0,0 a 10,Paco Martinez Abarca Sanchez,Documentário
8961,Un métier sérieux,6.365,0 a 10,Thomas Lilti,"Comédia, Drama"
8962,Un p'tit truc en plus,7.465,0 a 10,Artus,Comédia
8963,Un piso estupendo,0.0,0 a 10,Gabriela Isabel Gómez de Arteche Núñez,Documentário
8964,Un père idéal,6.438,0 a 10,Hélène Fillières,"Drama, Cinema TV"
8965,Un sueño de una noche,0.0,0 a 10,Claudia de la Iglesia,Documentário
8966,Un toro da monta,4.0,0 a 10,Roberto Mauri,Comédia
8967,Un/Dressed,0.0,0 a 10,Tim Trachte,Thriller
8968,Un/Happy for You,7.0,0 a 10,Petersen Vargas,"Romance, Drama"
8969,"Una mañana, el diablo",0.0,0 a 10,Pablo Garví,Fantasia
8970,Unang Tikim,5.0,0 a 10,Roman Perez Jr.,"Romance, Drama"
8971,Uncharted: Fora do Mapa,6.943,0 a 10,Ruben Fleischer,"Ação, Aventura"
8972,Under Streetlights,0.0,0 a 10,Danielle Loy,Drama
8973,Under Wraps: Uma Múmia no Halloween 2,6.4,0 a 10,Alex Zamm,"Família, Comédia, Fantasia, Cinema TV"
8974,Unidas Pela Esperança,6.591,0 a 10,Peter Cattaneo,Drama
8975,Universidade Monstros,7.04,0 a 10,Dan Scanlon,"Animação, Família"
8976,União do Mal,6.9,0 a 10,Corey Yuen,"Ação, Thriller"
8977,Unstoppable,7.386,0 a 10,Kim Min-ho,"Crime, Ação, Thriller"
8978,Untitled Gummadi Narsaiah Biopic,0.0,0 a 10,Parameshwar Hivrale,"Drama, História"
8979,Untold: Hope Solo x Futebol dos EUA,6.4,0 a 10,Nina Meredith,Documentário
8980,Untold: Ladrão de Sinais,7.2,0 a 10,Micah Brown,Documentário
8981,Untold: O Assassinato de Steve McNair,5.667,0 a 10,Taylor Alexander Ward,"Documentário, Crime"
8982,Untold: Pacto com o Diabo,6.964,0 a 10,Laura Brownson,Documentário
8983,Up - Altas Aventuras,4.6,0 a 10,Pete Docter,"Animação, Comédia, Família, Aventura"
8984,Upgrade: As Cores do Amor,7.3,0 a 10,Carlson Young,"Romance, Comédia"
8985,Upgrade: Atualização,7.494,0 a 10,Leigh Whannell,"Ação, Thriller, Ficção científica"
8986,Upon Entry (La llegada),6.922,0 a 10,Alejandro Rojas,Drama
8987,Upside-Down Magic: Escola de Magia,7.144,0 a 10,Joe Nussbaum,"Fantasia, Família, Cinema TV"
8988,Uranus 2324,6.2,0 a 10,Thanadol Nuansut,"Romance, Drama, Ficção científica"
8989,Uri: The Surgical Strike,7.069,0 a 10,Aditya Dhar,"Ação, Drama, Guerra"
8990,Ursinho Pooh: A Páscoa de Guru,6.8,0 a 10,Saul Blinkoff,"Aventura, Animação, Comédia, Família"
8991,Ursinho Pooh: Sangue e Mel,5.071,0 a 10,Rhys Frake-Waterfield,"Terror, Thriller"
8992,Ursinho Pooh: Sangue e Mel 2,6.4,0 a 10,Rhys Frake-Waterfield,"Terror, Thriller"
8993,Ursos Sem Curso: O Filme,7.8,0 a 10,Daniel Chong,"Animação, Aventura, Família, Comédia, Cinema TV"
8994,V de Vingança,4.4,0 a 10,James McTeigue,"Ação, Thriller, Ficção científica"
8995,V de Víctor,7.167,0 a 10,Frank Ariza,Comédia
8996,V para Vingança,5.56,0 a 10,Kelly Halihan,"Terror, Ação"
8997,V.I.P.,7.782,0 a 10,Park Hoon-jung,"Crime, Thriller, Ação"
8998,V/H/S/2,6.214,0 a 10,Eduardo Sánchez,"Terror, Thriller"
8999,V/H/S/85,6.013,0 a 10,Scott Derrickson,"Terror, Thriller"
9000,V/H/S/94,6.144,0 a 10,Jennifer Reeder,"Terror, Thriller"
9001,V/H/S/99,5.947,0 a 10,Flying Lotus,"Terror, Thriller"
9002,V/H/S/Beyond,0.0,0 a 10,Jordan Downey,"Terror, Ficção científica, Thriller"
9003,V/H/S: Viral,4.86,0 a 10,Nacho Vigalondo,"Terror, Thriller"
9004,Vacaciones de terror,7.2,0 a 10,René Cardona III,"Terror, Thriller, Fantasia"
9005,Vagina Dentada,5.339,0 a 10,Mitchell Lichtenstein,"Comédia, Terror"
9006,Vale Tudo,6.8,0 a 10,George Roy Hill,"Comédia, Drama"
9007,Valente,7.02,0 a 10,Mark Andrews,"Animação, Aventura, Comédia, Família, Ação, Fantasia"
9008,Valerian e a Cidade dos Mil Planetas,6.634,0 a 10,Luc Besson,"Aventura, Ficção científica, Ação"
9009,Vampira Humanista Procura Suicida Voluntário,7.589,0 a 10,Ariane Louis-Seize,"Romance, Comédia, Fantasia, Terror"
9010,Vampiras: As Noivas de Drácula,5.811,0 a 10,Iván Mulero,"Terror, Fantasia, Ação, Mistério"
9011,Vampire Hunter D,6.6,0 a 10,Toyoo Ashida,"Animação, Fantasia, Terror"
9012,Vampire Hunter D: Bloodlust,7.593,0 a 10,Yoshiaki Kawajiri,"Animação, Fantasia, Terror, Ação, Aventura, Ficção científica"
9013,Vampiros de Almas,7.47,0 a 10,Don Siegel,"Ficção científica, Terror, Thriller"
9014,Vampiros: Os Mortos,5.398,0 a 10,Tommy Lee Wallace,"Terror, Thriller, Ação"
9015,Vampyros Lesbos,5.8,0 a 10,Jesús Franco,Terror
9016,Van Helsing: Missão Londres,6.173,0 a 10,Sharon Bridgeman,"Ação, Animação, Fantasia, Terror"
9017,Van Helsing: O Caçador de Monstros,6.373,0 a 10,Stephen Sommers,"Terror, Aventura, Ação"
9018,Vanilla Sky,6.817,0 a 10,Cameron Crowe,"Ficção científica, Romance, Drama, Fantasia, Thriller, Mistério"
9019,Vapor,0.0,0 a 10,Rodolfo Graziano,
9020,Veer-Zaara,7.416,0 a 10,Yash Chopra,"Drama, Romance"
9021,Veia de Campeão,6.092,0 a 10,Peter Markle,"Drama, Romance"
9022,Veia de Lutador,5.909,0 a 10,Dito Montiel,"Ação, Crime, Romance"
9023,Veja Como Eles Correm,6.368,0 a 10,Tom George,"Mistério, Comédia, Crime"
9024,Velocidade Máxima,7.139,0 a 10,Jan de Bont,"Ação, Thriller"
9025,Velocidade Máxima 2,4.59,0 a 10,Jan de Bont,"Ação, Aventura, Thriller"
9026,Velocidade sem Limites,5.082,0 a 10,Andy Cheng,"Ação, Thriller"
9027,Velozes & Furiosos 10,7.096,0 a 10,Louis Leterrier,"Ação, Crime, Thriller"
9028,Velozes & Furiosos 7,7.235,0 a 10,James Wan,"Ação, Thriller, Crime"
9029,Velozes & Furiosos 9,7.082,0 a 10,Justin Lin,"Ação, Aventura, Crime"
9030,Velozes & Furiosos: Hobbs & Shaw,6.864,0 a 10,David Leitch,"Ação, Aventura, Comédia"
9031,Veludo Azul,7.619,0 a 10,David Lynch,"Mistério, Thriller, Crime"
9032,Velvet Goldmine,6.9,0 a 10,Todd Haynes,"Drama, Música"
9033,Vem Brincar,6.399,0 a 10,Jacob Chase,"Terror, Mistério, Thriller"
